Mälardalen University,Francesco Flammini,-1,https://dblp.org/pid/f/FrancescoFlammini.xml
Mälardalen University,Robbert Jongeling,-1,https://dblp.org/pid/171/5107.xml
Mälardalen University,Tiberiu Seceleanu,-1,https://dblp.org/pid/29/4116.xml
KTH Royal Institute of Technology,Martin Monperrus,-1,https://dblp.org/pid/62/5292.xml
KTH Royal Institute of Technology,Frederic Loiret,-1,https://dblp.org/pid/17/1176.xml
KTH Royal Institute of Technology,Karl Meinke,-1,https://dblp.org/pid/70/1381.xml
KTH Royal Institute of Technology,Pontus Johnson,-1,https://dblp.org/pid/79/6862.xml
KTH Royal Institute of Technology,Robert Lagerström,-1,https://dblp.org/pid/53/3982.xml
KTH Royal Institute of Technology,Mathias Ekstedt,-1,https://dblp.org/pid/23/402.xml
KTH Royal Institute of Technology,Martin Törngren,-1,https://dblp.org/pid/95/1411.xml
KTH Royal Institute of Technology,Hannes Holm,-1,https://dblp.org/pid/77/9017.xml
KTH Royal Institute of Technology,Cyrille Artho,-1,https://dblp.org/pid/21/6330.xml
KTH Royal Institute of Technology,Mira Kajko-Mattsson,-1,https://dblp.org/pid/20/0.xml
KTH Royal Institute of Technology,Philipp Haller,-1,https://dblp.org/pid/94/5786.xml
KTH Royal Institute of Technology,David Broman,-1,https://dblp.org/pid/13/3318.xml
KTH Royal Institute of Technology,Elena Troubitsyna,-1,https://dblp.org/pid/84/4265.xml
KTH Royal Institute of Technology,Richard Glassey,-1,https://dblp.org/pid/00/4905.xml
KTH Royal Institute of Technology,Musard Balliu,-1,https://dblp.org/pid/25/7796.xml
KTH Royal Institute of Technology,Fredrik Asplund,-1,https://dblp.org/pid/34/9961.xml
KTH Royal Institute of Technology,Dilian Gusov,-1,https://dblp.org/pid/47/1237.xml
Stockholm University,Janis Stirna,-1,https://dblp.org/pid/86/5210.xml
Stockholm University,Jelena Zdravkovic,-1,https://dblp.org/pid/32/855.xml
Stockholm University,Martin Henkel,-1,https://dblp.org/pid/88/250.xml
